din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-03 11:00:00;N;NORTE;SE;SUDESTE;-1003.115
2024-01-03 11:00:00;NE;NORDESTE;SE;SUDESTE;-403.17
2024-01-03 11:00:00;SE;SUDESTE;S;SUL;-4163.191
2024-01-03 12:00:00;N;NORTE;NE;NORDESTE;86.399
2024-01-03 12:00:00;N;NORTE;SE;SUDESTE;-778.47
2024-01-03 12:00:00;NE;NORDESTE;SE;SUDESTE;122.694
2024-01-03 12:00:00;SE;SUDESTE;S;SUL;-3862.311
2024-01-03 13:00:00;N;NORTE;NE;NORDESTE;353.1
2024-01-03 13:00:00;N;NORTE;SE;SUDESTE;-643.727
2024-01-03 13:00:00;NE;NORDESTE;SE;SUDESTE;422.779
2024-01-03 13:00:00;SE;SUDESTE;S;SUL;-3932.314
2024-01-03 14:00:00;N;NORTE;NE;NORDESTE;347.935
2024-01-03 14:00:00;N;NORTE;SE;SUDESTE;-980.654
2024-01-03 14:00:00;NE;NORDESTE;SE;SUDESTE;-41.363
2024-01-03 14:00:00;SE;SUDESTE;S;SUL;-3724.492
2024-01-03 15:00:00;N;NORTE;NE;NORDESTE;222.998
2024-01-03 15:00:00;N;NORTE;SE;SUDESTE;-848.688
2024-01-03 15:00:00;NE;NORDESTE;SE;SUDESTE;298.141
2024-01-03 15:00:00;SE;SUDESTE;S;SUL;-3650.743
2024-01-03 16:00:00;N;NORTE;NE;NORDESTE;536.482
2024-01-03 16:00:00;N;NORTE;SE;SUDESTE;-1134.69699999
2024-01-03 16:00:00;NE;NORDESTE;SE;SUDESTE;-122.805
2024-01-03 16:00:00;SE;SUDESTE;S;SUL;-3491.795
2024-01-03 17:00:00;N;NORTE;NE;NORDESTE;981.15
2024-01-03 17:00:00;N;NORTE;SE;SUDESTE;-1535.896
2024-01-03 17:00:00;NE;NORDESTE;SE;SUDESTE;-730.978
2024-01-03 17:00:00;SE;SUDESTE;S;SUL;-3184.009
2024-01-03 18:00:00;N;NORTE;NE;NORDESTE;1229.652
2024-01-03 18:00:00;N;NORTE;SE;SUDESTE;-1673.866
2024-01-03 18:00:00;NE;NORDESTE;SE;SUDESTE;-876.402
2024-01-03 18:00:00;SE;SUDESTE;S;SUL;-3465.752
2024-01-03 19:00:00;N;NORTE;NE;NORDESTE;1158.77
2024-01-03 19:00:00;N;NORTE;SE;SUDESTE;-1619.376
2024-01-03 19:00:00;NE;NORDESTE;SE;SUDESTE;-569.763
2024-01-03 19:00:00;SE;SUDESTE;S;SUL;-3356.617
2024-01-03 20:00:00;N;NORTE;NE;NORDESTE;1506.914
2024-01-03 20:00:00;N;NORTE;SE;SUDESTE;-1457.022
2024-01-03 20:00:00;NE;NORDESTE;SE;SUDESTE;-469.421
2024-01-03 20:00:00;SE;SUDESTE;S;SUL;-2935.306
2024-01-03 21:00:00;N;NORTE;NE;NORDESTE;1677.552
2024-01-03 21:00:00;N;NORTE;SE;SUDESTE;-1871.535
2024-01-03 21:00:00;NE;NORDESTE;SE;SUDESTE;-1070.426
2024-01-03 21:00:00;SE;SUDESTE;S;SUL;-3169.029
2024-01-03 22:00:00;N;NORTE;NE;NORDESTE;1887.703
2024-01-03 22:00:00;N;NORTE;SE;SUDESTE;-2496.236
2024-01-03 22:00:00;NE;NORDESTE;SE;SUDESTE;-1886.235
2024-01-03 22:00:00;SE;SUDESTE;S;SUL;-3698.96
2024-01-03 23:00:00;N;NORTE;NE;NORDESTE;2446.827
2024-01-03 23:00:00;N;NORTE;SE;SUDESTE;-3786.108
2024-01-03 23:00:00;NE;NORDESTE;SE;SUDESTE;-2623.256
2024-01-03 23:00:00;SE;SUDESTE;S;SUL;-4220.598
2024-01-04 00:00:00;N;NORTE;NE;NORDESTE;2742.138
2024-01-04 00:00:00;N;NORTE;SE;SUDESTE;-4328.501
2024-01-04 00:00:00;NE;NORDESTE;SE;SUDESTE;-2880.08
2024-01-04 00:00:00;SE;SUDESTE;S;SUL;-4759.35999999
2024-01-04 01:00:00;N;NORTE;NE;NORDESTE;2860.854
2024-01-04 01:00:00;N;NORTE;SE;SUDESTE;-4291.353
2024-01-04 01:00:00;NE;NORDESTE;SE;SUDESTE;-3068.31
2024-01-04 01:00:00;SE;SUDESTE;S;SUL;-5282.52499999
2024-01-04 02:00:00;N;NORTE;NE;NORDESTE;3184.227
2024-01-04 02:00:00;N;NORTE;SE;SUDESTE;-4345.157
2024-01-04 02:00:00;NE;NORDESTE;SE;SUDESTE;-3119.505
2024-01-04 02:00:00;SE;SUDESTE;S;SUL;-5187.021
